Manufacturer,Model,Prod. year,Mileage,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Price,isTurbo
SKODA,Octavia,2019.0,5500.0,Sedan,No,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,6.0,37633.0,No
KIA,RIO,2013.0,140800.0,Hatchback,No,Petrol,1.4,4.0,Automatic,Front,Left wheel,Red,0.0,14740.0,No
FORD,Escape,2010.0,160000.0,Jeep,Yes,Hybrid,2.5,4.0,Variator,4x4,Left wheel,Black,6.0,24148.0,No
HYUNDAI,Elantra,2012.0,199432.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Red,12.0,1646.0,No
HYUNDAI,Genesis,2015.0,60741.0,Sedan,Yes,Petrol,3.8,4.0,Automatic,Front,Left wheel,White,4.0,53518.0,No
BMW,335,2011.0,143950.0,Coupe,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,5645.0,No
MERCEDES-BENZ,E 350,2014.0,146395.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,Rear,Left wheel,Grey,12.0,1882.0,No
LEXUS,CT 200h,2016.0,71904.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,0.0,9565.0,No
LEXUS,GX 470,2013.0,202651.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,6272.0,No
MERCEDES-BENZ,S 430,2000.0,123456.0,Sedan,Yes,Petrol,4.3,8.0,Tiptronic,Rear,Left wheel,Black,12.0,7527.0,No
HYUNDAI,Sonata,2017.0,208297.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,White,4.0,19914.0,No
CHEVROLET,Impala,2014.0,143862.0,Sedan,Yes,Petrol,3.6,6.0,Automatic,Front,Left wheel,Silver,12.0,2744.0,No
OPEL,Corsa,2008.0,135000.0,Hatchback,No,Petrol,1.2,4.0,Manual,Front,Left wheel,Brown,3.0,10349.0,No
MAZDA,Atenza,2004.0,218194.0,Sedan,No,Petrol,2.3,4.0,Automatic,Front,Right-hand drive,Silver,8.0,4704.0,No
MITSUBISHI,Outlander,2011.0,103000.0,Jeep,No,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Sky blue,12.0,20385.0,No
TOYOTA,Camry,2012.0,156518.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,White,12.0,3607.0,No
FORD,Explorer,2015.0,121956.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,4.0,54458.0,No
VOLKSWAGEN,Golf,2014.0,181000.0,Hatchback,Yes,Petrol,2.0,4.0,Manual,Front,Left wheel,Black,0.0,29793.0,Yes
MERCEDES-BENZ,E 350,2008.0,494317.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,3763.0,No
CHRYSLER,200,2012.0,185821.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Grey,12.0,2274.0,No
SSANGYONG,Actyon,2011.0,114000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,18240.0,No
TOYOTA,Prius,2012.0,430278.0,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Black,12.0,2195.0,No
HONDA,Civic,2014.0,80000.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,White,4.0,39559.0,No
CHEVROLET,Equinox,2014.0,97106.0,Jeep,Yes,Petrol,3.6,6.0,Automatic,4x4,Left wheel,Silver,12.0,3293.0,No
HYUNDAI,Tucson,2016.0,99217.0,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Left wheel,White,4.0,34980.0,No
CHEVROLET,Cruze,2016.0,100800.0,Sedan,No,Petrol,1.4,4.0,Automatic,Front,Left wheel,White,12.0,18189.0,Yes
MERCEDES-BENZ,190,1991.0,200000.0,Sedan,No,Petrol,2.0,4.0,Manual,Front,Left wheel,Red,4.0,4704.0,No
MITSUBISHI,Pajero,2003.0,150000.0,Jeep,No,Petrol,0.7,4.0,Automatic,4x4,Right-hand drive,Black,2.0,7370.0,Yes
HYUNDAI,Elantra,2012.0,130000.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Black,8.0,17249.0,No
HYUNDAI,Santa FE,2016.0,146358.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,36401.0,No
FORD,Escape,2008.0,146000.0,Jeep,Yes,Hybrid,2.3,4.0,Variator,4x4,Left wheel,Grey,8.0,15681.0,No
MERCEDES-BENZ,E 350,2012.0,130000.0,Sedan,Yes,Petrol,3.5,4.0,Automatic,4x4,Left wheel,Black,10.0,14113.0,No
BMW,X6,2012.0,224000.0,Jeep,Yes,Diesel,3.0,6.0,Tiptronic,4x4,Left wheel,Black,8.0,83107.0,Yes
VOLKSWAGEN,Golf,1990.0,500.0,Sedan,No,CNG,1.8,4.0,Manual,Front,Left wheel,Blue,0.0,3136.0,No
KIA,Sportage,2012.0,98000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15367.0,No
TOYOTA,Ist,2002.0,117000.0,Hatchback,No,Petrol,1.5,4.0,Automatic,4x4,Right-hand drive,Red,4.0,8781.0,No
HYUNDAI,Elantra,2012.0,165294.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,16308.0,No
HYUNDAI,Santa FE,2014.0,8782.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,27541.0,No
VOLKSWAGEN,Golf,1993.0,110000.0,Hatchback,No,CNG,1.6,4.0,Manual,Front,Left wheel,Silver,2.0,3450.0,No
FORD,C-MAX,2012.0,144000.0,Hatchback,No,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Grey,6.0,8938.0,No
SUBARU,Forester,2000.0,202000.0,Universal,No,Petrol,2.0,4.0,Tiptronic,4x4,Right-hand drive,Black,2.0,6272.0,Yes
TOYOTA,VOXY,2003.0,154295.0,Minivan,No,CNG,2.0,4.0,Automatic,Front,Right-hand drive,Silver,5.0,7213.0,No
TOYOTA,Prius,2008.0,183000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,White,5.0,11917.0,No
HYUNDAI,Sonata,2015.0,77418.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10349.0,No
HONDA,Cr-v,2000.0,170000.0,Jeep,No,Petrol,2.0,4.0,Manual,4x4,Right-hand drive,Silver,4.0,8000.0,No
HYUNDAI,Sonata,2010.0,104259.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,14542.0,No
FORD,Focus,2013.0,145000.0,Sedan,No,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,8.0,13485.0,No
CHEVROLET,Impala,2016.0,34030.0,Sedan,Yes,Petrol,3.6,4.0,Automatic,Front,Left wheel,White,4.0,56431.0,No
CHEVROLET,Volt,2014.0,112123.0,Hatchback,Yes,Hybrid,1.4,4.0,Automatic,Front,Left wheel,Silver,0.0,6586.0,No
TOYOTA,Prius,2015.0,198000.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Black,12.0,8781.0,No
HYUNDAI,Tucson,2010.0,98713.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,23207.0,No
CHEVROLET,Captiva,2016.0,70922.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,44865.0,No
HYUNDAI,Elantra,2016.0,29864.0,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,18503.0,No
KIA,Optima,2012.0,138000.0,Sedan,Yes,Petrol,2.4,4.0,Tiptronic,Front,Left wheel,Black,12.0,16621.0,No
TOYOTA,Prius C,2012.0,108000.0,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Left wheel,Red,10.0,18817.0,No
LEXUS,GX 470,2009.0,264339.0,Jeep,Yes,Petrol,4.7,8.0,Automatic,4x4,Left wheel,Black,0.0,30734.0,No
BMW,328,2014.0,78194.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,4x4,Left wheel,Black,12.0,1568.0,No
TOYOTA,Prius C,2012.0,108480.0,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,White,8.0,17092.0,No
HYUNDAI,H1,2016.0,199596.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,26306.0,No
TOYOTA,Aqua,2012.0,0.0,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Right-hand drive,Orange,2.0,10976.0,No
KIA,Optima,2011.0,51425.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,11133.0,No
HYUNDAI,Santa FE,2016.0,113321.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Silver,4.0,52696.0,No
TOYOTA,Prius,2011.0,281600.0,Sedan,No,Hybrid,1.8,6.0,Automatic,Front,Left wheel,Grey,8.0,13485.0,No
MERCEDES-BENZ,C 250,2014.0,150000.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Rear,Left wheel,Silver,12.0,31361.0,Yes
HYUNDAI,Elantra GT,2015.0,73335.0,Hatchback,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,8.0,17249.0,No
BMW,X5 3.5,2014.0,196000.0,Jeep,Yes,Petrol,3.0,6.0,Tiptronic,4x4,Left wheel,Black,12.0,70562.0,Yes
BMW,X5,2011.0,332243.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,0.0,10349.0,No
NISSAN,Juke,2012.0,195200.0,Jeep,Yes,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,Blue,8.0,18189.0,Yes
HYUNDAI,Genesis,2011.0,168315.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,18500.0,No
NISSAN,Juke,2011.0,90102.0,Jeep,Yes,Petrol,1.6,4.0,Tiptronic,Front,Left wheel,Black,8.0,16935.0,Yes
MERCEDES-BENZ,E 350,2011.0,119379.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,16621.0,No
JEEP,Wrangler,2019.0,18000.0,Jeep,Yes,Petrol,3.6,6.0,Automatic,4x4,Left wheel,Grey,16.0,147397.0,No
TOYOTA,Prius,2010.0,165000.0,Sedan,No,Petrol,1.8,4.0,Variator,Front,Left wheel,White,6.0,14740.0,No
MERCEDES-BENZ,CLK 230,2001.0,236687.0,Coupe,No,Petrol,2.3,4.0,Manual,Rear,Left wheel,Black,2.0,6272.0,No
BMW,X5,2011.0,143134.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Brown,12.0,4391.0,No
AUDI,A5,2013.0,78400.0,Coupe,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Black,8.0,31047.0,Yes
HYUNDAI,Santa FE,2010.0,177719.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,23408.0,No
TOYOTA,Prius,2006.0,199840.0,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Left wheel,Silver,6.0,11290.0,No
NISSAN,Note,2013.0,58000.0,Hatchback,No,Petrol,1.2,3.0,Automatic,Front,Right-hand drive,Carnelian red,2.0,8000.0,No
HONDA,FIT,2005.0,230000.0,Sedan,No,Petrol,1.3,4.0,Variator,Front,Right-hand drive,White,6.0,7840.0,No
HONDA,Cr-v,2002.0,150000.0,Jeep,No,CNG,2.0,4.0,Automatic,4x4,Right-hand drive,Silver,4.0,12231.0,No
HYUNDAI,Santa FE,2014.0,177523.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,42171.0,No
KIA,Cadenza,2016.0,27812.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,Front,Left wheel,Silver,4.0,34340.0,No
TOYOTA,Camry,2018.0,56173.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Silver,12.0,13956.0,No
TOYOTA,Prius,2013.0,136000.0,Sedan,Yes,Hybrid,1.8,4.0,Tiptronic,Rear,Left wheel,Black,12.0,18817.0,No
HYUNDAI,Sonata,2016.0,272772.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15681.0,No
TOYOTA,Prius,2010.0,164000.0,Hatchback,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Red,10.0,16621.0,No
MERCEDES-BENZ,Vito,2004.0,0.0,Minivan,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,4.0,21953.0,Yes
MERCEDES-BENZ,C 300,2015.0,66000.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Black,12.0,68994.0,Yes
HYUNDAI,Sonata,2014.0,418369.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11604.0,No
HYUNDAI,Sonata,2015.0,145744.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Red,4.0,15060.0,No
MERCEDES-BENZ,C 180,2013.0,48000.0,Sedan,No,Petrol,1.8,4.0,Tiptronic,Rear,Right-hand drive,White,6.0,17500.0,No
LEXUS,GX 470,2014.0,146218.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,17562.0,No
HYUNDAI,Santa FE,2016.0,116770.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,50529.0,No
MERCEDES-BENZ,GLE 350,2017.0,59331.0,Jeep,Yes,Petrol,3.5,6.0,Automatic,Rear,Left wheel,Black,0.0,4704.0,No
HYUNDAI,Tucson,2016.0,56331.0,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Left wheel,Black,4.0,44545.0,No
MERCEDES-BENZ,CLA 250,2014.0,65000.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,12.0,39201.0,Yes
HYUNDAI,H1,2016.0,112193.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,36068.0,No
TOYOTA,Avalon,2013.0,125000.0,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,Left wheel,White,9.0,32929.0,No
KIA,Optima,2012.0,65514.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11541.0,No
TOYOTA,Prius,2010.0,1000.0,Hatchback,No,Hybrid,1.8,4.0,Tiptronic,Front,Left wheel,Silver,8.0,16308.0,No
HYUNDAI,Sonata,2018.0,21122.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,4.0,64171.0,No
LEXUS,GX 460,2019.0,26138.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,White,10.0,72130.0,No
LEXUS,RX 450,2015.0,143619.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,13956.0,No
TOYOTA,Corolla,2010.0,221627.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Red,12.0,3293.0,No
OPEL,Astra,2009.0,169000.0,Goods wagon,No,Diesel,1.7,4.0,Manual,Front,Left wheel,Silver,2.0,9408.0,No
HYUNDAI,Tucson,2012.0,140566.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,24283.0,No
TOYOTA,Camry SE,2012.0,94000.0,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Front,Left wheel,Black,10.0,24148.0,No
TOYOTA,CHR,2017.0,39400.0,Jeep,No,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Black,12.0,45160.0,No
HYUNDAI,H1,2016.0,137134.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,White,4.0,38229.0,No
KIA,Optima,2014.0,36037.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,16621.0,No
MERCEDES-BENZ,E 350,2014.0,80640.0,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Front,Left wheel,Black,0.0,46414.0,No
CHEVROLET,Volt,2013.0,144000.0,Hatchback,No,Plug-in Hybrid,1.4,4.0,Automatic,Front,Left wheel,Grey,12.0,22894.0,No
MERCEDES-BENZ,E 350,2010.0,205968.0,Sedan,Yes,Petrol,3.5,6.0,Automatic,4x4,Left wheel,White,12.0,1646.0,No
TOYOTA,Aqua,2014.0,16000.0,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,White,4.0,13172.0,No
MITSUBISHI,Outlander,2016.0,65000.0,Jeep,No,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Grey,6.0,25716.0,No
HYUNDAI,Grandeur,2011.0,77538.0,Sedan,Yes,LPG,3.0,4.0,Automatic,Front,Left wheel,Silver,4.0,7056.0,No
TOYOTA,Aqua,2012.0,149000.0,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Right-hand drive,Silver,2.0,14740.0,No
TOYOTA,Prius,2013.0,71000.0,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Grey,12.0,19130.0,No
FORD,Explorer,2017.0,80000.0,Jeep,Yes,Petrol,2.3,4.0,Automatic,Front,Left wheel,White,4.0,81808.0,No
BMW,X5,2014.0,141384.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Blue,0.0,25716.0,No
MERCEDES-BENZ,190,1992.0,0.0,Sedan,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Black,2.0,3600.0,No
BMW,528,2011.0,11000.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,Rear,Left wheel,Grey,8.0,29793.0,Yes
HYUNDAI,Sonata,2013.0,216208.0,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Left wheel,Blue,0.0,1176.0,No
HYUNDAI,Santa FE,2013.0,147470.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,41701.0,No
BMW,650,2015.0,92213.0,Coupe,Yes,Petrol,4.4,8.0,Automatic,Rear,Left wheel,White,12.0,30734.0,No
HYUNDAI,Sonata,2015.0,314523.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15053.0,No
LEXUS,CT 200h,2013.0,115000.0,Hatchback,Yes,Hybrid,1.8,4.0,Tiptronic,Front,Left wheel,White,12.0,17876.0,Yes
VOLKSWAGEN,Golf 4,1997.0,0.0,Sedan,No,CNG,1.6,4.0,Manual,Front,Left wheel,Silver,2.0,3763.0,No
VAZ,2121 (Niva),2007.0,11000.0,Jeep,Yes,Petrol,1.7,4.0,Manual,4x4,Left wheel,Black,6.0,7840.0,No
HYUNDAI,Elantra,2014.0,179664.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,18500.0,No
BMW,320,2004.0,13700.0,Sedan,No,Petrol,2.2,6.0,Manual,Rear,Left wheel,Beige,6.0,8500.0,No
LEXUS,GX 460,2010.0,155821.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,39201.0,No
MERCEDES-BENZ,CLK 320,2003.0,245000.0,Coupe,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Left wheel,Silver,6.0,8781.0,No
HYUNDAI,Sonata,2010.0,133392.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,4.0,16508.0,No
HYUNDAI,Sonata,2018.0,36304.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,57698.0,No
SSANGYONG,REXTON,2013.0,40989.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,34387.0,No
KIA,Sportage,2007.0,54658.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,4701.0,No
NISSAN,Tiida,2005.0,125000.0,Hatchback,Yes,LPG,1.5,4.0,Variator,Front,Right-hand drive,Red,2.0,10036.0,No
MERCEDES-BENZ,C 230,2005.0,233454.0,Sedan,Yes,Diesel,2.2,6.0,Manual,Rear,Left wheel,Black,6.0,6899.0,Yes
SSANGYONG,Korando,2011.0,117700.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,24709.0,No
DODGE,Durango,2004.0,200000.0,Jeep,Yes,LPG,5.7,8.0,Automatic,4x4,Left wheel,Blue,6.0,10976.0,No
TOYOTA,Camry,2012.0,159379.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,White,12.0,3136.0,No
SSANGYONG,Actyon,2010.0,63627.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,21181.0,No
NISSAN,Tiida,2007.0,133000.0,Sedan,No,Petrol,1.5,4.0,Variator,Front,Right-hand drive,Grey,4.0,8467.0,No
TOYOTA,Prius,2010.0,198000.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Black,8.0,12231.0,No
HYUNDAI,Santa FE,2016.0,128994.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,39559.0,No
BMW,X1,2018.0,68126.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,White,12.0,28852.0,Yes
SUBARU,Forester,2004.0,235200.0,Jeep,Yes,LPG,2.5,4.0,Automatic,4x4,Left wheel,Grey,4.0,7527.0,Yes
BMW,330,2005.0,176000.0,Coupe,Yes,CNG,3.0,6.0,Tiptronic,Rear,Left wheel,Blue,4.0,10976.0,No
HYUNDAI,Elantra,2011.0,125062.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,20266.0,No
AUDI,A4,2006.0,256000.0,Sedan,Yes,Petrol,2.0,4.0,Manual,4x4,Left wheel,Black,0.0,15681.0,Yes
HYUNDAI,Elantra,2016.0,132000.0,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,White,8.0,17876.0,No
NISSAN,Note,2014.0,61000.0,Hatchback,No,Petrol,1.2,3.0,Variator,Front,Right-hand drive,Silver,2.0,8000.0,Yes
VOLKSWAGEN,Passat,2016.0,38000.0,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Left wheel,Silver,10.0,24775.0,Yes
AUDI,Q7,2017.0,44642.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,Black,0.0,13328.0,No
TOYOTA,Camry,2015.0,50000.0,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Left wheel,White,12.0,32302.0,No
HYUNDAI,H1,2016.0,120000.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Black,4.0,36567.0,No
TOYOTA,Aqua,2013.0,86402.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Silver,4.0,16960.0,No
TOYOTA,Prius,2015.0,104795.0,Jeep,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,2038.0,No
HONDA,Insight,2011.0,195030.0,Hatchback,Yes,Hybrid,1.3,4.0,Variator,Front,Left wheel,Black,6.0,7213.0,No
HYUNDAI,Tucson,2011.0,52249.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,15524.0,No
MERCEDES-BENZ,CLK 320,1998.0,111111.0,Coupe,Yes,CNG,3.2,6.0,Automatic,Rear,Left wheel,Black,2.0,7840.0,No
LEXUS,HS 250h,2011.0,86000.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,25089.0,No
MERCEDES-BENZ,Vito,2005.0,245000.0,Sedan,No,Diesel,2.2,4.0,Tiptronic,Rear,Left wheel,White,5.0,14113.0,No
MITSUBISHI,Outlander,2012.0,1600.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,4x4,Left wheel,Black,8.0,20900.0,No
OPEL,Combo,2000.0,250000.0,Goods wagon,Yes,Diesel,1.7,4.0,Manual,Front,Left wheel,Black,2.0,6272.0,No
SSANGYONG,REXTON,2015.0,52800.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,51815.0,No
CHEVROLET,Cruze,2014.0,71600.0,Sedan,Yes,Petrol,1.4,4.0,Tiptronic,Front,Left wheel,Black,6.0,13600.0,Yes
MINI,Cooper,2011.0,0.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,12.0,12300.0,No
HYUNDAI,Santa FE,2015.0,118926.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,39226.0,No
HYUNDAI,Elantra,2011.0,87210.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,18826.0,No
TOYOTA,Camry,2013.0,152000.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,26343.0,No
HYUNDAI,Elantra,2010.0,132967.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,13476.0,No
VOLKSWAGEN,Jetta,2015.0,76800.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Grey,12.0,23521.0,Yes
HYUNDAI,Santa FE,2019.0,2730.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,69810.0,No
HYUNDAI,Santa FE,2012.0,70304.0,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Left wheel,Silver,4.0,16913.0,No
LEXUS,RX 450,2010.0,0.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,1176.0,No
TOYOTA,Aqua,2012.0,151000.0,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,White,4.0,13485.0,No
HYUNDAI,Sonata,2015.0,42875.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,White,4.0,9418.0,No
CHEVROLET,Spark,2017.0,32637.0,Sedan,Yes,Petrol,1.0,3.0,Automatic,Front,Left wheel,White,4.0,13642.0,No
TOYOTA,Aqua,2012.0,105000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,Silver,2.0,8781.0,No
MERCEDES-BENZ,Sprinter,2001.0,269962.0,Microbus,No,Diesel,2.2,4.0,Manual,Rear,Left wheel,White,4.0,19444.0,Yes
TOYOTA,Prius,2015.0,160000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,White,10.0,24148.0,No
HYUNDAI,Elantra,2015.0,31891.0,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,18346.0,No
HONDA,FIT,2011.0,118000.0,Hatchback,No,Petrol,1.3,4.0,Variator,Front,Right-hand drive,Black,2.0,6586.0,No
KIA,RIO,2017.0,40000.0,Sedan,No,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,2.0,17249.0,No
MERCEDES-BENZ,C 250,2014.0,64270.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Rear,Left wheel,Grey,0.0,23521.0,No
SUBARU,Forester,2009.0,115000.0,Jeep,No,Petrol,2.5,6.0,Automatic,4x4,Left wheel,Black,12.0,12544.0,No
TOYOTA,Camry,2019.0,9626.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,3450.0,No
BMW,528,1999.0,26000.0,Sedan,No,Petrol,2.8,6.0,Manual,Rear,Left wheel,Black,6.0,6272.0,No
